antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
is_correct=0 & is_uncertain=1 & uses_coordinate=0,error_category=under_specification,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
error_category=under_specification & uses_coordinate=0,ai_judgment=uncertain,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
ai_judgment=uncertain & uses_coordinate=0,error_category=under_specification,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
is_uncertain=1 & uses_coordinate=0,ai_judgment=uncertain,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
ai_judgment=uncertain & uses_coordinate=0,is_uncertain=1,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
error_category=under_specification & is_correct=0 & uses_coordinate=0,ai_judgment=uncertain,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
ai_judgment=uncertain & is_correct=0 & uses_coordinate=0,error_category=under_specification,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
is_correct=0 & is_uncertain=1 & uses_coordinate=0,ai_judgment=uncertain,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
ai_judgment=uncertain & is_correct=0 & uses_coordinate=0,is_uncertain=1,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
error_category=under_specification & is_uncertain=1 & uses_coordinate=0,ai_judgment=uncertain,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
ai_judgment=uncertain & is_uncertain=1 & uses_coordinate=0,error_category=under_specification,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
ai_judgment=uncertain & error_category=under_specification & uses_coordinate=0,is_uncertain=1,0.16111111111111112,0.16277777777777777,0.16111111111111112,1.0,6.143344709897611,1.0,0.1348858024691358,inf,0.9980132450331125,0.9897610921501707,1.0,0.9948805460750854
error_category=under_specification & level=L1,is_uncertain=1,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
is_uncertain=1 & level=L1,error_category=under_specification,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
error_category=under_specification & level=L1 & uses_coordinate=0,is_uncertain=1,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
is_uncertain=1 & level=L1 & uses_coordinate=0,error_category=under_specification,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
error_category=under_specification & is_correct=0 & level=L1,is_uncertain=1,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
is_correct=0 & is_uncertain=1 & level=L1,error_category=under_specification,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
error_category=under_specification & level=L1,ai_judgment=uncertain,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
ai_judgment=uncertain & level=L1,error_category=under_specification,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
is_uncertain=1 & level=L1,ai_judgment=uncertain,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
ai_judgment=uncertain & level=L1,is_uncertain=1,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
error_category=under_specification & level=L1 & uses_coordinate=0,ai_judgment=uncertain,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
ai_judgment=uncertain & level=L1 & uses_coordinate=0,error_category=under_specification,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
is_uncertain=1 & level=L1 & uses_coordinate=0,ai_judgment=uncertain,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
ai_judgment=uncertain & level=L1 & uses_coordinate=0,is_uncertain=1,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
error_category=under_specification & is_correct=0 & level=L1,ai_judgment=uncertain,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
ai_judgment=uncertain & is_correct=0 & level=L1,error_category=under_specification,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
is_correct=0 & is_uncertain=1 & level=L1,ai_judgment=uncertain,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
ai_judgment=uncertain & is_correct=0 & level=L1,is_uncertain=1,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
error_category=under_specification & is_uncertain=1 & level=L1,ai_judgment=uncertain,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
ai_judgment=uncertain & is_uncertain=1 & level=L1,error_category=under_specification,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
ai_judgment=uncertain & error_category=under_specification & level=L1,is_uncertain=1,0.155,0.16277777777777777,0.155,1.0,6.143344709897611,1.0,0.12976944444444444,inf,0.9907955292570676,0.9522184300341298,1.0,0.9761092150170649
error_category=under_specification & model=gpt-4o,is_uncertain=1,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
is_uncertain=1 & model=gpt-4o,error_category=under_specification,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
error_category=under_specification & is_correct=0 & model=gpt-4o,is_uncertain=1,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
is_correct=0 & is_uncertain=1 & model=gpt-4o,error_category=under_specification,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
error_category=under_specification & model=gpt-4o,ai_judgment=uncertain,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
ai_judgment=uncertain & model=gpt-4o,error_category=under_specification,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
is_uncertain=1 & model=gpt-4o,ai_judgment=uncertain,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
ai_judgment=uncertain & model=gpt-4o,is_uncertain=1,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
error_category=under_specification & is_correct=0 & model=gpt-4o,ai_judgment=uncertain,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
ai_judgment=uncertain & is_correct=0 & model=gpt-4o,error_category=under_specification,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
is_correct=0 & is_uncertain=1 & model=gpt-4o,ai_judgment=uncertain,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
ai_judgment=uncertain & is_correct=0 & model=gpt-4o,is_uncertain=1,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
error_category=under_specification & is_uncertain=1 & model=gpt-4o,ai_judgment=uncertain,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
ai_judgment=uncertain & is_uncertain=1 & model=gpt-4o,error_category=under_specification,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
ai_judgment=uncertain & error_category=under_specification & model=gpt-4o,is_uncertain=1,0.13166666666666665,0.16277777777777777,0.13166666666666665,1.0,6.143344709897611,1.0,0.11023425925925925,inf,0.9641714651311579,0.8088737201365188,1.0,0.9044368600682593
error_category=under_specification & model=gpt-4o & uses_coordinate=0,is_uncertain=1,0.13,0.16277777777777777,0.13,1.0,6.143344709897611,1.0,0.1088388888888889,inf,0.9623243933588762,0.7986348122866893,1.0,0.8993174061433448
is_uncertain=1 & model=gpt-4o & uses_coordinate=0,error_category=under_specification,0.13,0.16277777777777777,0.13,1.0,6.143344709897611,1.0,0.1088388888888889,inf,0.9623243933588762,0.7986348122866893,1.0,0.8993174061433448
error_category=under_specification & model=gpt-4o & uses_coordinate=0,ai_judgment=uncertain,0.13,0.16277777777777777,0.13,1.0,6.143344709897611,1.0,0.1088388888888889,inf,0.9623243933588762,0.7986348122866893,1.0,0.8993174061433448
ai_judgment=uncertain & model=gpt-4o & uses_coordinate=0,error_category=under_specification,0.13,0.16277777777777777,0.13,1.0,6.143344709897611,1.0,0.1088388888888889,inf,0.9623243933588762,0.7986348122866893,1.0,0.8993174061433448
is_uncertain=1 & model=gpt-4o & uses_coordinate=0,ai_judgment=uncertain,0.13,0.16277777777777777,0.13,1.0,6.143344709897611,1.0,0.1088388888888889,inf,0.9623243933588762,0.7986348122866893,1.0,0.8993174061433448
ai_judgment=uncertain & model=gpt-4o & uses_coordinate=0,is_uncertain=1,0.13,0.16277777777777777,0.13,1.0,6.143344709897611,1.0,0.1088388888888889,inf,0.9623243933588762,0.7986348122866893,1.0,0.8993174061433448
error_category=under_specification & level=L1 & model=gpt-4o,is_uncertain=1,0.1288888888888889,0.16277777777777777,0.1288888888888889,1.0,6.143344709897611,1.0,0.10790864197530864,inf,0.9610969387755101,0.7918088737201366,1.0,0.8959044368600683
is_uncertain=1 & level=L1 & model=gpt-4o,error_category=under_specification,0.1288888888888889,0.16277777777777777,0.1288888888888889,1.0,6.143344709897611,1.0,0.10790864197530864,inf,0.9610969387755101,0.7918088737201366,1.0,0.8959044368600683
error_category=under_specification & level=L1 & model=gpt-4o,ai_judgment=uncertain,0.1288888888888889,0.16277777777777777,0.1288888888888889,1.0,6.143344709897611,1.0,0.10790864197530864,inf,0.9610969387755101,0.7918088737201366,1.0,0.8959044368600683
ai_judgment=uncertain & level=L1 & model=gpt-4o,error_category=under_specification,0.1288888888888889,0.16277777777777777,0.1288888888888889,1.0,6.143344709897611,1.0,0.10790864197530864,inf,0.9610969387755101,0.7918088737201366,1.0,0.8959044368600683
is_uncertain=1 & level=L1 & model=gpt-4o,ai_judgment=uncertain,0.1288888888888889,0.16277777777777777,0.1288888888888889,1.0,6.143344709897611,1.0,0.10790864197530864,inf,0.9610969387755101,0.7918088737201366,1.0,0.8959044368600683
ai_judgment=uncertain & level=L1 & model=gpt-4o,is_uncertain=1,0.1288888888888889,0.16277777777777777,0.1288888888888889,1.0,6.143344709897611,1.0,0.10790864197530864,inf,0.9610969387755101,0.7918088737201366,1.0,0.8959044368600683
has_formula=1 & is_uncertain=1,error_category=under_specification,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
error_category=under_specification & has_formula=1,is_uncertain=1,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
has_formula=1 & is_correct=0 & is_uncertain=1,error_category=under_specification,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
error_category=under_specification & has_formula=1 & is_correct=0,is_uncertain=1,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
ai_judgment=uncertain & has_formula=1,error_category=under_specification,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
error_category=under_specification & has_formula=1,ai_judgment=uncertain,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
has_formula=1 & is_uncertain=1,ai_judgment=uncertain,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
ai_judgment=uncertain & has_formula=1,is_uncertain=1,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
ai_judgment=uncertain & has_formula=1 & is_correct=0,error_category=under_specification,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
error_category=under_specification & has_formula=1 & is_correct=0,ai_judgment=uncertain,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
error_category=under_specification & has_formula=1 & is_uncertain=1,ai_judgment=uncertain,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
ai_judgment=uncertain & has_formula=1 & is_uncertain=1,error_category=under_specification,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
ai_judgment=uncertain & error_category=under_specification & has_formula=1,is_uncertain=1,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
has_formula=1 & is_correct=0 & is_uncertain=1,ai_judgment=uncertain,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
ai_judgment=uncertain & has_formula=1 & is_correct=0,is_uncertain=1,0.12166666666666667,0.16277777777777777,0.12166666666666667,1.0,6.143344709897611,1.0,0.10186203703703704,inf,0.9531941808981657,0.7474402730375427,1.0,0.8737201365187713
has_formula=1 & is_uncertain=1 & uses_coordinate=0,error_category=under_specification,0.12,0.16277777777777777,0.12,1.0,6.143344709897611,1.0,0.10046666666666666,inf,0.9513888888888888,0.7372013651877132,1.0,0.8686006825938566
error_category=under_specification & has_formula=1 & uses_coordinate=0,is_uncertain=1,0.12,0.16277777777777777,0.12,1.0,6.143344709897611,1.0,0.10046666666666666,inf,0.9513888888888888,0.7372013651877132,1.0,0.8686006825938566
has_formula=1 & is_uncertain=1 & uses_coordinate=0,ai_judgment=uncertain,0.12,0.16277777777777777,0.12,1.0,6.143344709897611,1.0,0.10046666666666666,inf,0.9513888888888888,0.7372013651877132,1.0,0.8686006825938566
ai_judgment=uncertain & has_formula=1 & uses_coordinate=0,is_uncertain=1,0.12,0.16277777777777777,0.12,1.0,6.143344709897611,1.0,0.10046666666666666,inf,0.9513888888888888,0.7372013651877132,1.0,0.8686006825938566
ai_judgment=uncertain & has_formula=1 & uses_coordinate=0,error_category=under_specification,0.12,0.16277777777777777,0.12,1.0,6.143344709897611,1.0,0.10046666666666666,inf,0.9513888888888888,0.7372013651877132,1.0,0.8686006825938566
error_category=under_specification & has_formula=1 & uses_coordinate=0,ai_judgment=uncertain,0.12,0.16277777777777777,0.12,1.0,6.143344709897611,1.0,0.10046666666666666,inf,0.9513888888888888,0.7372013651877132,1.0,0.8686006825938566
has_formula=1 & is_uncertain=1 & model=gpt-4o,error_category=under_specification,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
error_category=under_specification & has_formula=1 & model=gpt-4o,is_uncertain=1,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
has_formula=1 & is_uncertain=1 & level=L1,error_category=under_specification,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
error_category=under_specification & has_formula=1 & level=L1,is_uncertain=1,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
has_formula=1 & is_uncertain=1 & model=gpt-4o,ai_judgment=uncertain,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
ai_judgment=uncertain & has_formula=1 & model=gpt-4o,is_uncertain=1,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
error_category=under_specification & has_formula=1 & model=gpt-4o,ai_judgment=uncertain,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
ai_judgment=uncertain & has_formula=1 & model=gpt-4o,error_category=under_specification,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
has_formula=1 & is_uncertain=1 & level=L1,ai_judgment=uncertain,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
ai_judgment=uncertain & has_formula=1 & level=L1,is_uncertain=1,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
ai_judgment=uncertain & has_formula=1 & level=L1,error_category=under_specification,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
error_category=under_specification & has_formula=1 & level=L1,ai_judgment=uncertain,0.11833333333333333,0.16277777777777777,0.11833333333333333,1.0,6.143344709897611,1.0,0.0990712962962963,inf,0.9495904221802142,0.7269624573378841,1.0,0.863481228668942
is_correct=0 & level=L1 & model=gpt-4o,error_category=under_specification,0.12944444444444445,0.16277777777777777,0.1288888888888889,0.9957081545064378,6.116978423589038,1.0,0.10781820987654321,195.07277777777887,0.9609043196972031,0.7891156462585034,0.9948737081032435,0.8937585141132871
is_correct=0 & level=L1 & model=gpt-4o,is_uncertain=1,0.12944444444444445,0.16277777777777777,0.1288888888888889,0.9957081545064378,6.116978423589038,1.0,0.10781820987654321,195.07277777777887,0.9609043196972031,0.7891156462585034,0.9948737081032435,0.8937585141132871
is_correct=0 & level=L1 & model=gpt-4o,ai_judgment=uncertain,0.12944444444444445,0.16277777777777777,0.1288888888888889,0.9957081545064378,6.116978423589038,1.0,0.10781820987654321,195.07277777777887,0.9609043196972031,0.7891156462585034,0.9948737081032435,0.8937585141132871
has_formula=1 & is_correct=0 & level=L1,error_category=under_specification,0.12555555555555556,0.16277777777777777,0.11833333333333333,0.9424778761061946,5.789966474372527,1.0,0.09789567901234568,14.554786324786301,0.9460720272503296,0.6960784313725491,0.9312940789589583,0.8347201667220393
has_formula=1 & is_correct=0 & level=L1,is_uncertain=1,0.12555555555555556,0.16277777777777777,0.11833333333333333,0.9424778761061946,5.789966474372527,1.0,0.09789567901234568,14.554786324786301,0.9460720272503296,0.6960784313725491,0.9312940789589583,0.8347201667220393
has_formula=1 & is_correct=0 & level=L1,ai_judgment=uncertain,0.12555555555555556,0.16277777777777777,0.11833333333333333,0.9424778761061946,5.789966474372527,1.0,0.09789567901234568,14.554786324786301,0.9460720272503296,0.6960784313725491,0.9312940789589583,0.8347201667220393
