model,case_id,noise_label,repeat,level_consistency,all_levels_same,l1_judgment,l2_judgment,l3_judgment
Claude-Sonnet-sim,C006,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C006,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C006,material_color,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C006,none,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C007,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C007,emotional_pressure,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C007,lighting,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C007,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C007,none,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
Claude-Sonnet-sim,C008,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
Claude-Sonnet-sim,C008,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C008,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
Claude-Sonnet-sim,C008,material_color,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C008,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C009,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C009,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C009,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C009,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C009,none,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C010,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C010,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C010,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
Claude-Sonnet-sim,C010,material_color,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C010,none,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C011,ambient_noise,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C011,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C011,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C011,material_color,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C011,none,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C012,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C012,emotional_pressure,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C012,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C012,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C012,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C013,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C013,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C013,lighting,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C013,material_color,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C013,none,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
Claude-Sonnet-sim,C014,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C014,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C014,lighting,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C014,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C014,none,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C015,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
Claude-Sonnet-sim,C015,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C015,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C015,material_color,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C015,none,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C016,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C016,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C016,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
Claude-Sonnet-sim,C016,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C016,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C017,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
Claude-Sonnet-sim,C017,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C017,lighting,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C017,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C017,none,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C018,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C018,emotional_pressure,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C018,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C018,material_color,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C018,none,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
Claude-Sonnet-sim,C019,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C019,emotional_pressure,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C019,lighting,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
Claude-Sonnet-sim,C019,material_color,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C019,none,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C020,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
Claude-Sonnet-sim,C020,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
Claude-Sonnet-sim,C020,lighting,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C020,material_color,0,1.0,True,can_pass,can_pass,can_pass
Claude-Sonnet-sim,C020,none,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C001,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C001,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C001,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C001,material_color,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C001,none,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C002,ambient_noise,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C002,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C002,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C002,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C002,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C003,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C003,emotional_pressure,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C003,lighting,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C003,material_color,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C003,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C004,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C004,emotional_pressure,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C004,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C004,material_color,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C004,none,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C005,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C005,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C005,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C005,material_color,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C005,none,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C006,ambient_noise,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C006,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C006,lighting,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C006,material_color,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C006,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C007,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C007,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C007,lighting,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C007,material_color,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C007,none,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C008,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C008,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C008,lighting,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C008,material_color,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C008,none,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C009,ambient_noise,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C009,emotional_pressure,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C009,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C009,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C009,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C010,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C010,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C010,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C010,material_color,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C010,none,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C011,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C011,emotional_pressure,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C011,lighting,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C011,material_color,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C011,none,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C012,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C012,emotional_pressure,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C012,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C012,material_color,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C012,none,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C013,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C013,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C013,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C013,material_color,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C013,none,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C014,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C014,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C014,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C014,material_color,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C014,none,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C015,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C015,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C015,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C015,material_color,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C015,none,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C016,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C016,emotional_pressure,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C016,lighting,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C016,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C016,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C017,ambient_noise,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C017,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C017,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C017,material_color,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C017,none,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C018,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C018,emotional_pressure,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C018,lighting,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C018,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C018,none,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
DeepSeek-V3-sim,C019,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C019,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C019,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C019,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
DeepSeek-V3-sim,C019,none,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C020,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
DeepSeek-V3-sim,C020,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
DeepSeek-V3-sim,C020,lighting,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C020,material_color,0,1.0,True,can_pass,can_pass,can_pass
DeepSeek-V3-sim,C020,none,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C001,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
GPT-4o-sim,C001,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C001,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
GPT-4o-sim,C001,material_color,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
GPT-4o-sim,C001,none,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C002,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C002,emotional_pressure,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
GPT-4o-sim,C002,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C002,material_color,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C002,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C003,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C003,emotional_pressure,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
GPT-4o-sim,C003,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C003,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C003,none,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C004,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C004,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C004,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
GPT-4o-sim,C004,material_color,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
GPT-4o-sim,C004,none,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
GPT-4o-sim,C005,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C005,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C005,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C005,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C005,none,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C006,ambient_noise,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C006,emotional_pressure,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
GPT-4o-sim,C006,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C006,material_color,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
GPT-4o-sim,C006,none,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C007,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C007,emotional_pressure,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C007,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C007,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C007,none,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C008,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C008,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C008,lighting,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
GPT-4o-sim,C008,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C008,none,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C009,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C009,emotional_pressure,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
GPT-4o-sim,C009,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C009,material_color,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C009,none,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
GPT-4o-sim,C010,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C010,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C010,lighting,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
GPT-4o-sim,C010,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C010,none,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C011,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C011,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C011,lighting,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C011,material_color,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C011,none,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C012,ambient_noise,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C012,emotional_pressure,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
GPT-4o-sim,C012,lighting,0,0.3333333333333333,False,cannot_pass,cannot_pass,can_pass
GPT-4o-sim,C012,material_color,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C012,none,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C013,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C013,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C013,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C013,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
GPT-4o-sim,C013,none,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C014,ambient_noise,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
GPT-4o-sim,C014,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C014,lighting,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C014,material_color,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C014,none,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C015,ambient_noise,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C015,emotional_pressure,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C015,lighting,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
GPT-4o-sim,C015,material_color,0,1.0,True,can_pass,can_pass,can_pass
GPT-4o-sim,C015,none,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C016,ambient_noise,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
GPT-4o-sim,C016,emotional_pressure,0,0.3333333333333333,False,cannot_pass,can_pass,can_pass
GPT-4o-sim,C016,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C016,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
GPT-4o-sim,C016,none,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C017,ambient_noise,0,0.3333333333333333,False,can_pass,can_pass,cannot_pass
GPT-4o-sim,C017,emotional_pressure,0,0.3333333333333333,False,cannot_pass,can_pass,cannot_pass
GPT-4o-sim,C017,lighting,0,1.0,True,cannot_pass,cannot_pass,cannot_pass
GPT-4o-sim,C017,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
