antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
ai_judgment=cannot_pass & is_correct=0 & noise_keyword_present=0,error_category=concept_confusion,0.22583333333333333,0.245,0.185,0.8191881918819188,3.3436252729874236,1.0,0.12967083333333335,4.17561224489796,0.9053908591045299,0.6472303206997084,0.7605141614330051,0.7871451163491227
ai_judgment=cannot_pass & is_correct=0 & noise_keyword_hit=none,error_category=concept_confusion,0.22583333333333333,0.245,0.185,0.8191881918819188,3.3436252729874236,1.0,0.12967083333333335,4.17561224489796,0.9053908591045299,0.6472303206997084,0.7605141614330051,0.7871451163491227
is_correct=0 & noise_keyword_hit=none,error_category=concept_confusion,0.2991666666666667,0.245,0.245,0.8189415041782729,3.342618384401114,1.0,0.17170416666666666,4.169923076923076,1.0,0.8189415041782729,0.7601874227526794,0.9094707520891365
is_correct=0 & noise_keyword_present=0,error_category=concept_confusion,0.2991666666666667,0.245,0.245,0.8189415041782729,3.342618384401114,1.0,0.17170416666666666,4.169923076923076,1.0,0.8189415041782729,0.7601874227526794,0.9094707520891365
is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0,error_category=concept_confusion,0.2991666666666667,0.245,0.245,0.8189415041782729,3.342618384401114,1.0,0.17170416666666666,4.169923076923076,1.0,0.8189415041782729,0.7601874227526794,0.9094707520891365
is_correct=0 & is_uncertain=0 & noise_keyword_present=0,error_category=concept_confusion,0.2991666666666667,0.245,0.245,0.8189415041782729,3.342618384401114,1.0,0.17170416666666666,4.169923076923076,1.0,0.8189415041782729,0.7601874227526794,0.9094707520891365
is_correct=0 & is_uncertain=0 & noise_keyword_hit=none,error_category=concept_confusion,0.2991666666666667,0.245,0.245,0.8189415041782729,3.342618384401114,1.0,0.17170416666666666,4.169923076923076,1.0,0.8189415041782729,0.7601874227526794,0.9094707520891365
criticality=borderline & is_correct=0 & noise_keyword_present=0,error_category=concept_confusion,0.1325,0.245,0.105,0.7924528301886792,3.234501347708895,1.0,0.0725375,3.637727272727272,0.7963496637848224,0.38532110091743116,0.7251030863426214,0.6105121293800538
criticality=borderline & is_correct=0 & noise_keyword_hit=none,error_category=concept_confusion,0.1325,0.245,0.105,0.7924528301886792,3.234501347708895,1.0,0.0725375,3.637727272727272,0.7963496637848224,0.38532110091743116,0.7251030863426214,0.6105121293800538
is_correct=0 & noise_keyword_present=0 & uses_coordinate=0,error_category=concept_confusion,0.2025,0.245,0.15166666666666667,0.7489711934156378,3.057025279247501,1.0,0.10205416666666667,3.007622950819671,0.8437424644321196,0.5126760563380282,0.6675115144577984,0.6840094062316284
is_correct=0 & noise_keyword_hit=none & uses_coordinate=0,error_category=concept_confusion,0.2025,0.245,0.15166666666666667,0.7489711934156378,3.057025279247501,1.0,0.10205416666666667,3.007622950819671,0.8437424644321196,0.5126760563380282,0.6675115144577984,0.6840094062316284
ai_judgment=cannot_pass & criticality=wide,error_category=concept_confusion,0.1675,0.245,0.10583333333333333,0.6318407960199005,2.5789420245710226,1.0,0.06479583333333333,2.0507432432432435,0.7354283417275543,0.34510869565217395,0.5123719152581464,0.5319067925677734
criticality=wide & is_correct=0,error_category=concept_confusion,0.1675,0.245,0.10583333333333333,0.6318407960199005,2.5789420245710226,1.0,0.06479583333333333,2.0507432432432435,0.7354283417275543,0.34510869565217395,0.5123719152581464,0.5319067925677734
ai_judgment=cannot_pass & criticality=wide & is_uncertain=0,error_category=concept_confusion,0.1675,0.245,0.10583333333333333,0.6318407960199005,2.5789420245710226,1.0,0.06479583333333333,2.0507432432432435,0.7354283417275543,0.34510869565217395,0.5123719152581464,0.5319067925677734
ai_judgment=cannot_pass & criticality=wide & is_correct=0,error_category=concept_confusion,0.1675,0.245,0.10583333333333333,0.6318407960199005,2.5789420245710226,1.0,0.06479583333333333,2.0507432432432435,0.7354283417275543,0.34510869565217395,0.5123719152581464,0.5319067925677734
criticality=wide & is_correct=0 & is_uncertain=0,error_category=concept_confusion,0.1675,0.245,0.10583333333333333,0.6318407960199005,2.5789420245710226,1.0,0.06479583333333333,2.0507432432432435,0.7354283417275543,0.34510869565217395,0.5123719152581464,0.5319067925677734
ai_judgment=cannot_pass & has_formula=0 & is_correct=0,error_category=concept_confusion,0.17666666666666667,0.245,0.11083333333333334,0.6273584905660378,2.560646900269542,1.0,0.06755,2.0260759493670886,0.7402514383123802,0.3565683646112601,0.5064350868424341,0.5398697214734951
has_formula=0 & is_correct=0,error_category=concept_confusion,0.23833333333333334,0.245,0.14583333333333334,0.6118881118881119,2.4975024975024973,1.0,0.08744166666666667,1.9453153153153153,0.7872210065645513,0.43209876543209874,0.48594451905710184,0.6035631035631035
has_formula=0 & is_correct=0 & is_uncertain=0,error_category=concept_confusion,0.23833333333333334,0.245,0.14583333333333334,0.6118881118881119,2.4975024975024973,1.0,0.08744166666666667,1.9453153153153153,0.7872210065645513,0.43209876543209874,0.48594451905710184,0.6035631035631035
ai_judgment=cannot_pass & is_correct=0,error_category=concept_confusion,0.30333333333333334,0.245,0.185,0.6098901098901098,2.489347387306571,1.0,0.11068333333333333,1.935352112676056,0.8587870166817536,0.5091743119266054,0.48329815879484744,0.6824960753532181
ai_judgment=cannot_pass & is_correct=0 & is_uncertain=0,error_category=concept_confusion,0.30333333333333334,0.245,0.185,0.6098901098901098,2.489347387306571,1.0,0.11068333333333333,1.935352112676056,0.8587870166817536,0.5091743119266054,0.48329815879484744,0.6824960753532181
error_category=concept_confusion,is_correct=0,0.245,0.4066666666666667,0.245,1.0,2.459016393442623,1.0,0.14536666666666664,inf,0.7858719646799116,0.6024590163934427,1.0,0.8012295081967213
error_category=concept_confusion & noise_keyword_hit=none,is_correct=0,0.245,0.4066666666666667,0.245,1.0,2.459016393442623,1.0,0.14536666666666664,inf,0.7858719646799116,0.6024590163934427,1.0,0.8012295081967213
error_category=concept_confusion & noise_keyword_present=0,is_correct=0,0.245,0.4066666666666667,0.245,1.0,2.459016393442623,1.0,0.14536666666666664,inf,0.7858719646799116,0.6024590163934427,1.0,0.8012295081967213
error_category=concept_confusion & noise_keyword_hit=none & noise_keyword_present=0,is_correct=0,0.245,0.4066666666666667,0.245,1.0,2.459016393442623,1.0,0.14536666666666664,inf,0.7858719646799116,0.6024590163934427,1.0,0.8012295081967213
error_category=concept_confusion & is_uncertain=0,is_correct=0,0.245,0.4066666666666667,0.245,1.0,2.459016393442623,1.0,0.14536666666666664,inf,0.7858719646799116,0.6024590163934427,1.0,0.8012295081967213
error_category=concept_confusion & is_uncertain=0 & noise_keyword_present=0,is_correct=0,0.245,0.4066666666666667,0.245,1.0,2.459016393442623,1.0,0.14536666666666664,inf,0.7858719646799116,0.6024590163934427,1.0,0.8012295081967213
error_category=concept_confusion & is_uncertain=0 & noise_keyword_hit=none,is_correct=0,0.245,0.4066666666666667,0.245,1.0,2.459016393442623,1.0,0.14536666666666664,inf,0.7858719646799116,0.6024590163934427,1.0,0.8012295081967213
ai_judgment=cannot_pass & error_category=concept_confusion,is_correct=0,0.185,0.4066666666666667,0.185,1.0,2.459016393442623,1.0,0.10976666666666667,inf,0.7280163599182005,0.45491803278688525,1.0,0.7274590163934427
ai_judgment=cannot_pass & error_category=concept_confusion & is_uncertain=0,is_correct=0,0.185,0.4066666666666667,0.185,1.0,2.459016393442623,1.0,0.10976666666666667,inf,0.7280163599182005,0.45491803278688525,1.0,0.7274590163934427
ai_judgment=cannot_pass & error_category=concept_confusion & noise_keyword_present=0,is_correct=0,0.185,0.4066666666666667,0.185,1.0,2.459016393442623,1.0,0.10976666666666667,inf,0.7280163599182005,0.45491803278688525,1.0,0.7274590163934427
ai_judgment=cannot_pass & error_category=concept_confusion & noise_keyword_hit=none,is_correct=0,0.185,0.4066666666666667,0.185,1.0,2.459016393442623,1.0,0.10976666666666667,inf,0.7280163599182005,0.45491803278688525,1.0,0.7274590163934427
ai_judgment=cannot_pass & criticality=wide,is_correct=0,0.1675,0.4066666666666667,0.1675,1.0,2.459016393442623,1.0,0.09938333333333334,inf,0.7127127127127127,0.41188524590163933,1.0,0.7059426229508197
ai_judgment=cannot_pass & criticality=wide & is_uncertain=0,is_correct=0,0.1675,0.4066666666666667,0.1675,1.0,2.459016393442623,1.0,0.09938333333333334,inf,0.7127127127127127,0.41188524590163933,1.0,0.7059426229508197
error_category=concept_confusion & uses_coordinate=0,is_correct=0,0.15166666666666667,0.4066666666666667,0.15166666666666667,1.0,2.459016393442623,1.0,0.0899888888888889,inf,0.699410609037328,0.3729508196721312,1.0,0.6864754098360656
error_category=concept_confusion & is_uncertain=0 & uses_coordinate=0,is_correct=0,0.15166666666666667,0.4066666666666667,0.15166666666666667,1.0,2.459016393442623,1.0,0.0899888888888889,inf,0.699410609037328,0.3729508196721312,1.0,0.6864754098360656
error_category=concept_confusion & noise_keyword_present=0 & uses_coordinate=0,is_correct=0,0.15166666666666667,0.4066666666666667,0.15166666666666667,1.0,2.459016393442623,1.0,0.0899888888888889,inf,0.699410609037328,0.3729508196721312,1.0,0.6864754098360656
error_category=concept_confusion & noise_keyword_hit=none & uses_coordinate=0,is_correct=0,0.15166666666666667,0.4066666666666667,0.15166666666666667,1.0,2.459016393442623,1.0,0.0899888888888889,inf,0.699410609037328,0.3729508196721312,1.0,0.6864754098360656
error_category=concept_confusion & has_formula=0,is_correct=0,0.14583333333333334,0.4066666666666667,0.14583333333333334,1.0,2.459016393442623,1.0,0.08652777777777779,inf,0.6946341463414635,0.3586065573770492,1.0,0.6793032786885246
error_category=concept_confusion & has_formula=0 & noise_keyword_hit=none,is_correct=0,0.14583333333333334,0.4066666666666667,0.14583333333333334,1.0,2.459016393442623,1.0,0.08652777777777779,inf,0.6946341463414635,0.3586065573770492,1.0,0.6793032786885246
error_category=concept_confusion & has_formula=0 & noise_keyword_present=0,is_correct=0,0.14583333333333334,0.4066666666666667,0.14583333333333334,1.0,2.459016393442623,1.0,0.08652777777777779,inf,0.6946341463414635,0.3586065573770492,1.0,0.6793032786885246
error_category=concept_confusion & has_formula=0 & is_uncertain=0,is_correct=0,0.14583333333333334,0.4066666666666667,0.14583333333333334,1.0,2.459016393442623,1.0,0.08652777777777779,inf,0.6946341463414635,0.3586065573770492,1.0,0.6793032786885246
error_category=noise_distraction,is_correct=0,0.14416666666666667,0.4066666666666667,0.14416666666666667,1.0,2.459016393442623,1.0,0.08553888888888889,inf,0.6932814021421616,0.3545081967213115,1.0,0.6772540983606558
error_category=noise_distraction & is_uncertain=0,is_correct=0,0.14416666666666667,0.4066666666666667,0.14416666666666667,1.0,2.459016393442623,1.0,0.08553888888888889,inf,0.6932814021421616,0.3545081967213115,1.0,0.6772540983606558
ai_judgment=cannot_pass & criticality=wide & noise_keyword_present=0,is_correct=0,0.12666666666666668,0.4066666666666667,0.12666666666666668,1.0,2.459016393442623,1.0,0.07515555555555556,inf,0.6793893129770991,0.31147540983606564,1.0,0.6557377049180328
ai_judgment=cannot_pass & criticality=wide & noise_keyword_hit=none,is_correct=0,0.12666666666666668,0.4066666666666667,0.12666666666666668,1.0,2.459016393442623,1.0,0.07515555555555556,inf,0.6793893129770991,0.31147540983606564,1.0,0.6557377049180328
error_category=noise_distraction & uses_coordinate=0,is_correct=0,0.12333333333333334,0.4066666666666667,0.12333333333333334,1.0,2.459016393442623,1.0,0.07317777777777779,inf,0.6768060836501901,0.30327868852459017,1.0,0.6516393442622951
error_category=noise_distraction & is_uncertain=0 & uses_coordinate=0,is_correct=0,0.12333333333333334,0.4066666666666667,0.12333333333333334,1.0,2.459016393442623,1.0,0.07317777777777779,inf,0.6768060836501901,0.30327868852459017,1.0,0.6516393442622951
ai_judgment=cannot_pass & criticality=wide & uses_coordinate=0,is_correct=0,0.11916666666666667,0.4066666666666667,0.11916666666666667,1.0,2.459016393442623,1.0,0.07070555555555555,inf,0.6736045411542099,0.29303278688524587,1.0,0.646516393442623
error_category=concept_confusion & has_formula=0 & uses_coordinate=0,is_correct=0,0.11666666666666667,0.4066666666666667,0.11666666666666667,1.0,2.459016393442623,1.0,0.06922222222222221,inf,0.6716981132075471,0.2868852459016394,1.0,0.6434426229508197
ai_judgment=cannot_pass & error_category=concept_confusion & uses_coordinate=0,is_correct=0,0.11416666666666667,0.4066666666666667,0.11416666666666667,1.0,2.459016393442623,1.0,0.06773888888888889,inf,0.6698024459078081,0.28073770491803274,1.0,0.6403688524590164
ai_judgment=cannot_pass & error_category=concept_confusion & has_formula=0,is_correct=0,0.11083333333333334,0.4066666666666667,0.11083333333333334,1.0,2.459016393442623,1.0,0.0657611111111111,inf,0.6672914714151826,0.2725409836065574,1.0,0.6362704918032787
noise_keyword_present=1,is_correct=0,0.1075,0.4066666666666667,0.1075,1.0,2.459016393442623,1.0,0.06378333333333333,inf,0.6647992530345471,0.26434426229508196,1.0,0.632172131147541
error_category=noise_distraction & noise_keyword_present=1,is_correct=0,0.1075,0.4066666666666667,0.1075,1.0,2.459016393442623,1.0,0.06378333333333333,inf,0.6647992530345471,0.26434426229508196,1.0,0.632172131147541
is_uncertain=0 & noise_keyword_present=1,is_correct=0,0.1075,0.4066666666666667,0.1075,1.0,2.459016393442623,1.0,0.06378333333333333,inf,0.6647992530345471,0.26434426229508196,1.0,0.632172131147541
error_category=noise_distraction & is_uncertain=0 & noise_keyword_present=1,is_correct=0,0.1075,0.4066666666666667,0.1075,1.0,2.459016393442623,1.0,0.06378333333333333,inf,0.6647992530345471,0.26434426229508196,1.0,0.632172131147541
criticality=wide & error_category=concept_confusion,is_correct=0,0.10583333333333333,0.4066666666666667,0.10583333333333333,1.0,2.459016393442623,1.0,0.06279444444444444,inf,0.663560111835974,0.2602459016393443,1.0,0.6301229508196722
ai_judgment=cannot_pass & criticality=wide & error_category=concept_confusion,is_correct=0,0.10583333333333333,0.4066666666666667,0.10583333333333333,1.0,2.459016393442623,1.0,0.06279444444444444,inf,0.663560111835974,0.2602459016393443,1.0,0.6301229508196722
criticality=wide & error_category=concept_confusion & is_uncertain=0,is_correct=0,0.10583333333333333,0.4066666666666667,0.10583333333333333,1.0,2.459016393442623,1.0,0.06279444444444444,inf,0.663560111835974,0.2602459016393443,1.0,0.6301229508196722
criticality=wide & error_category=concept_confusion & noise_keyword_present=0,is_correct=0,0.10583333333333333,0.4066666666666667,0.10583333333333333,1.0,2.459016393442623,1.0,0.06279444444444444,inf,0.663560111835974,0.2602459016393443,1.0,0.6301229508196722
criticality=wide & error_category=concept_confusion & noise_keyword_hit=none,is_correct=0,0.10583333333333333,0.4066666666666667,0.10583333333333333,1.0,2.459016393442623,1.0,0.06279444444444444,inf,0.663560111835974,0.2602459016393443,1.0,0.6301229508196722
criticality=borderline & error_category=concept_confusion,is_correct=0,0.105,0.4066666666666667,0.105,1.0,2.459016393442623,1.0,0.062299999999999994,inf,0.6629422718808193,0.25819672131147536,1.0,0.6290983606557377
criticality=borderline & error_category=concept_confusion & is_uncertain=0,is_correct=0,0.105,0.4066666666666667,0.105,1.0,2.459016393442623,1.0,0.062299999999999994,inf,0.6629422718808193,0.25819672131147536,1.0,0.6290983606557377
criticality=borderline & error_category=concept_confusion & noise_keyword_present=0,is_correct=0,0.105,0.4066666666666667,0.105,1.0,2.459016393442623,1.0,0.062299999999999994,inf,0.6629422718808193,0.25819672131147536,1.0,0.6290983606557377
criticality=borderline & error_category=concept_confusion & noise_keyword_hit=none,is_correct=0,0.105,0.4066666666666667,0.105,1.0,2.459016393442623,1.0,0.062299999999999994,inf,0.6629422718808193,0.25819672131147536,1.0,0.6290983606557377
ai_judgment=cannot_pass & error_category=noise_distraction,is_correct=0,0.1025,0.4066666666666667,0.1025,1.0,2.459016393442623,1.0,0.060816666666666665,inf,0.6610956360259982,0.2520491803278688,1.0,0.6260245901639344
ai_judgment=cannot_pass & error_category=noise_distraction & is_uncertain=0,is_correct=0,0.1025,0.4066666666666667,0.1025,1.0,2.459016393442623,1.0,0.060816666666666665,inf,0.6610956360259982,0.2520491803278688,1.0,0.6260245901639344
is_correct=0,error_category=concept_confusion,0.4066666666666667,0.245,0.245,0.6024590163934426,2.4590163934426226,1.0,0.14536666666666664,1.8991752577319585,1.0,0.6024590163934427,0.47345565085224184,0.8012295081967213
is_correct=0 & is_uncertain=0,error_category=concept_confusion,0.4066666666666667,0.245,0.245,0.6024590163934426,2.4590163934426226,1.0,0.14536666666666664,1.8991752577319585,1.0,0.6024590163934427,0.47345565085224184,0.8012295081967213
criticality=wide & is_correct=0,ai_judgment=cannot_pass,0.1675,0.45,0.1675,1.0,2.2222222222222223,1.0,0.092125,inf,0.6606606606606606,0.3722222222222222,1.0,0.6861111111111111
criticality=wide & is_correct=0 & is_uncertain=0,ai_judgment=cannot_pass,0.1675,0.45,0.1675,1.0,2.2222222222222223,1.0,0.092125,inf,0.6606606606606606,0.3722222222222222,1.0,0.6861111111111111
criticality=wide & is_correct=0 & noise_keyword_present=0,ai_judgment=cannot_pass,0.12666666666666668,0.45,0.12666666666666668,1.0,2.2222222222222223,1.0,0.06966666666666667,inf,0.6297709923664122,0.28148148148148155,1.0,0.6407407407407407
criticality=wide & is_correct=0 & noise_keyword_hit=none,ai_judgment=cannot_pass,0.12666666666666668,0.45,0.12666666666666668,1.0,2.2222222222222223,1.0,0.06966666666666667,inf,0.6297709923664122,0.28148148148148155,1.0,0.6407407407407407
criticality=wide & is_correct=0 & uses_coordinate=0,ai_judgment=cannot_pass,0.11916666666666667,0.45,0.11916666666666667,1.0,2.2222222222222223,1.0,0.06554166666666666,inf,0.6244087038789025,0.2648148148148148,1.0,0.6324074074074074
criticality=wide & error_category=concept_confusion,ai_judgment=cannot_pass,0.10583333333333333,0.45,0.10583333333333333,1.0,2.2222222222222223,1.0,0.058208333333333334,inf,0.6150978564771669,0.23518518518518516,1.0,0.6175925925925926
criticality=wide & error_category=concept_confusion & is_uncertain=0,ai_judgment=cannot_pass,0.10583333333333333,0.45,0.10583333333333333,1.0,2.2222222222222223,1.0,0.058208333333333334,inf,0.6150978564771669,0.23518518518518516,1.0,0.6175925925925926
criticality=wide & error_category=concept_confusion & noise_keyword_present=0,ai_judgment=cannot_pass,0.10583333333333333,0.45,0.10583333333333333,1.0,2.2222222222222223,1.0,0.058208333333333334,inf,0.6150978564771669,0.23518518518518516,1.0,0.6175925925925926
criticality=wide & error_category=concept_confusion & noise_keyword_hit=none,ai_judgment=cannot_pass,0.10583333333333333,0.45,0.10583333333333333,1.0,2.2222222222222223,1.0,0.058208333333333334,inf,0.6150978564771669,0.23518518518518516,1.0,0.6175925925925926
criticality=wide & error_category=concept_confusion & is_correct=0,ai_judgment=cannot_pass,0.10583333333333333,0.45,0.10583333333333333,1.0,2.2222222222222223,1.0,0.058208333333333334,inf,0.6150978564771669,0.23518518518518516,1.0,0.6175925925925926
ai_judgment=cannot_pass & model=Small-LLM-sim,is_correct=0,0.1375,0.4066666666666667,0.11416666666666667,0.8303030303030302,2.041728763040238,1.0,0.058249999999999996,3.496428571428569,0.5915582354807997,0.2655038759689922,0.713993871297242,0.5555203676105315
ai_judgment=cannot_pass & is_uncertain=0 & model=Small-LLM-sim,is_correct=0,0.1375,0.4066666666666667,0.11416666666666667,0.8303030303030302,2.041728763040238,1.0,0.058249999999999996,3.496428571428569,0.5915582354807997,0.2655038759689922,0.713993871297242,0.5555203676105315
criticality=wide & error_category=none,ai_judgment=can_pass,0.3325,0.55,0.3325,1.0,1.8181818181818181,1.0,0.14962499999999998,inf,0.6741573033707864,0.6045454545454545,1.0,0.8022727272727272
criticality=wide & error_category=none & noise_keyword_present=0,ai_judgment=can_pass,0.3325,0.55,0.3325,1.0,1.8181818181818181,1.0,0.14962499999999998,inf,0.6741573033707864,0.6045454545454545,1.0,0.8022727272727272
criticality=wide & error_category=none & noise_keyword_hit=none,ai_judgment=can_pass,0.3325,0.55,0.3325,1.0,1.8181818181818181,1.0,0.14962499999999998,inf,0.6741573033707864,0.6045454545454545,1.0,0.8022727272727272
criticality=wide & error_category=none & is_uncertain=0,ai_judgment=can_pass,0.3325,0.55,0.3325,1.0,1.8181818181818181,1.0,0.14962499999999998,inf,0.6741573033707864,0.6045454545454545,1.0,0.8022727272727272
criticality=wide & is_correct=1,ai_judgment=can_pass,0.3325,0.55,0.3325,1.0,1.8181818181818181,1.0,0.14962499999999998,inf,0.6741573033707864,0.6045454545454545,1.0,0.8022727272727272
criticality=wide & error_category=none & is_correct=1,ai_judgment=can_pass,0.3325,0.55,0.3325,1.0,1.8181818181818181,1.0,0.14962499999999998,inf,0.6741573033707864,0.6045454545454545,1.0,0.8022727272727272
criticality=wide & is_correct=1 & noise_keyword_present=0,ai_judgment=can_pass,0.3325,0.55,0.3325,1.0,1.8181818181818181,1.0,0.14962499999999998,inf,0.6741573033707864,0.6045454545454545,1.0,0.8022727272727272
criticality=wide & is_correct=1 & noise_keyword_hit=none,ai_judgment=can_pass,0.3325,0.55,0.3325,1.0,1.8181818181818181,1.0,0.14962499999999998,inf,0.6741573033707864,0.6045454545454545,1.0,0.8022727272727272
criticality=wide & is_correct=1 & is_uncertain=0,ai_judgment=can_pass,0.3325,0.55,0.3325,1.0,1.8181818181818181,1.0,0.14962499999999998,inf,0.6741573033707864,0.6045454545454545,1.0,0.8022727272727272
criticality=wide & error_category=none & uses_coordinate=0,ai_judgment=can_pass,0.29083333333333333,0.55,0.29083333333333333,1.0,1.8181818181818181,1.0,0.130875,inf,0.6345475910693301,0.5287878787878787,1.0,0.7643939393939394
criticality=wide & is_correct=1 & uses_coordinate=0,ai_judgment=can_pass,0.29083333333333333,0.55,0.29083333333333333,1.0,1.8181818181818181,1.0,0.130875,inf,0.6345475910693301,0.5287878787878787,1.0,0.7643939393939394
criticality=wide & error_category=none & has_formula=0,ai_judgment=can_pass,0.19,0.55,0.19,1.0,1.8181818181818181,1.0,0.08549999999999999,inf,0.5555555555555555,0.3454545454545454,1.0,0.6727272727272727
criticality=wide & has_formula=0 & is_correct=1,ai_judgment=can_pass,0.19,0.55,0.19,1.0,1.8181818181818181,1.0,0.08549999999999999,inf,0.5555555555555555,0.3454545454545454,1.0,0.6727272727272727
criticality=wide & has_formula=1 & is_correct=1,ai_judgment=can_pass,0.1425,0.55,0.1425,1.0,1.8181818181818181,1.0,0.06412499999999999,inf,0.5247813411078717,0.25909090909090904,1.0,0.6295454545454545
criticality=wide & error_category=none & has_formula=1,ai_judgment=can_pass,0.1425,0.55,0.1425,1.0,1.8181818181818181,1.0,0.06412499999999999,inf,0.5247813411078717,0.25909090909090904,1.0,0.6295454545454545
criticality=wide & is_correct=1 & level=L1,ai_judgment=can_pass,0.12,0.55,0.12,1.0,1.8181818181818181,1.0,0.05399999999999999,inf,0.5113636363636362,0.21818181818181814,1.0,0.6090909090909091
criticality=wide & error_category=none & level=L1,ai_judgment=can_pass,0.12,0.55,0.12,1.0,1.8181818181818181,1.0,0.05399999999999999,inf,0.5113636363636362,0.21818181818181814,1.0,0.6090909090909091
criticality=wide & is_correct=1 & level=L2,ai_judgment=can_pass,0.1075,0.55,0.1075,1.0,1.8181818181818181,1.0,0.048374999999999994,inf,0.5042016806722689,0.19545454545454544,1.0,0.5977272727272727
criticality=wide & error_category=none & level=L2,ai_judgment=can_pass,0.1075,0.55,0.1075,1.0,1.8181818181818181,1.0,0.048374999999999994,inf,0.5042016806722689,0.19545454545454544,1.0,0.5977272727272727
criticality=wide & is_correct=1 & level=L3,ai_judgment=can_pass,0.105,0.55,0.105,1.0,1.8181818181818181,1.0,0.04724999999999999,inf,0.5027932960893854,0.1909090909090909,1.0,0.5954545454545455
criticality=wide & error_category=none & level=L3,ai_judgment=can_pass,0.105,0.55,0.105,1.0,1.8181818181818181,1.0,0.04724999999999999,inf,0.5027932960893854,0.1909090909090909,1.0,0.5954545454545455
ai_judgment=cannot_pass & criticality=borderline,is_correct=0,0.185,0.4066666666666667,0.13583333333333333,0.7342342342342343,1.8054940186087727,1.0,0.0606,2.232542372881356,0.5474048703376115,0.29798903107861063,0.5520801700576983,0.5341253138384287
ai_judgment=cannot_pass & criticality=borderline & is_uncertain=0,is_correct=0,0.185,0.4066666666666667,0.13583333333333333,0.7342342342342343,1.8054940186087727,1.0,0.0606,2.232542372881356,0.5474048703376115,0.29798903107861063,0.5520801700576983,0.5341253138384287
ai_judgment=cannot_pass & level=L3,is_correct=0,0.15666666666666668,0.4066666666666667,0.11166666666666666,0.7127659574468085,1.752703174049529,1.0,0.04795555555555554,2.0656790123456785,0.5092324936581911,0.24723247232472326,0.5158976810901267,0.49367806069061737
ai_judgment=cannot_pass & is_uncertain=0 & level=L3,is_correct=0,0.15666666666666668,0.4066666666666667,0.11166666666666666,0.7127659574468085,1.752703174049529,1.0,0.04795555555555554,2.0656790123456785,0.5092324936581911,0.24723247232472326,0.5158976810901267,0.49367806069061737
is_correct=0 & level=L2,ai_judgment=cannot_pass,0.13416666666666666,0.45,0.10333333333333333,0.7701863354037267,1.7115251897860593,1.0,0.042958333333333334,2.3932432432432433,0.48014530100282526,0.21490467937608315,0.5821569734613212,0.4999079825166782
