strategy,model,case_id,noise_label,repeat,level_consistency,all_levels_same,l1_judgment,l2_judgment,l3_judgment
baseline,claude-opus-4-6,C003,material_color,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C003,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C003,none,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,ambient_noise,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,ambient_noise,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,ambient_noise,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,emotional_pressure,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,emotional_pressure,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,lighting,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,lighting,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,lighting,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,material_color,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,material_color,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,none,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,none,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C004,none,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,ambient_noise,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,ambient_noise,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,ambient_noise,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,claude-opus-4-6,C005,emotional_pressure,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,emotional_pressure,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,lighting,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,lighting,2,0.0,False,uncertain,cannot_pass,can_pass
baseline,claude-opus-4-6,C005,material_color,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,material_color,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,material_color,2,0.0,False,uncertain,cannot_pass,can_pass
baseline,claude-opus-4-6,C005,none,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,none,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C005,none,2,0.0,False,uncertain,cannot_pass,can_pass
baseline,claude-opus-4-6,C006,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,ambient_noise,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,emotional_pressure,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,emotional_pressure,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,material_color,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,material_color,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,none,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-opus-4-6,C006,none,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,claude-sonnet-4-6-thinking,C001,ambient_noise,0,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C001,ambient_noise,1,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C001,ambient_noise,2,0.0,False,can_pass,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C001,lighting,0,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C001,lighting,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C001,lighting,2,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C001,material_color,0,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C001,material_color,1,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C001,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C001,none,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C001,none,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,ambient_noise,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,ambient_noise,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,ambient_noise,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,emotional_pressure,0,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C003,emotional_pressure,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,emotional_pressure,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,lighting,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,lighting,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,lighting,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,material_color,0,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C003,material_color,1,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C003,material_color,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,none,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,none,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C003,none,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,ambient_noise,0,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C004,ambient_noise,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,ambient_noise,2,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C004,emotional_pressure,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,emotional_pressure,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,emotional_pressure,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,lighting,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,lighting,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,lighting,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,material_color,0,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C004,material_color,1,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C004,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C004,none,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,none,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C004,none,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,ambient_noise,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,ambient_noise,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,ambient_noise,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,emotional_pressure,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,emotional_pressure,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,emotional_pressure,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,lighting,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,lighting,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,lighting,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,material_color,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,material_color,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,material_color,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,none,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,none,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C005,none,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,ambient_noise,0,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,ambient_noise,1,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,ambient_noise,2,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,emotional_pressure,0,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,emotional_pressure,1,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,emotional_pressure,2,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,lighting,0,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,lighting,1,0.0,False,can_pass,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C006,lighting,2,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,material_color,0,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,material_color,1,0.0,False,can_pass,cannot_pass,uncertain
baseline,claude-sonnet-4-6-thinking,C006,material_color,2,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,none,0,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,none,1,1.0,True,uncertain,uncertain,uncertain
baseline,claude-sonnet-4-6-thinking,C006,none,2,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C001,ambient_noise,0,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,gemini-3-flash-preview,C001,ambient_noise,1,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,gemini-3-flash-preview,C001,ambient_noise,2,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,gemini-3-flash-preview,C001,emotional_pressure,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,gemini-3-flash-preview,C001,emotional_pressure,1,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,gemini-3-flash-preview,C001,emotional_pressure,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,gemini-3-flash-preview,C001,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,gemini-3-flash-preview,C001,lighting,1,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,gemini-3-flash-preview,C001,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,gemini-3-flash-preview,C001,material_color,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,gemini-3-flash-preview,C001,material_color,1,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,gemini-3-flash-preview,C001,material_color,2,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,gemini-3-flash-preview,C001,none,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,gemini-3-flash-preview,C001,none,1,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,gemini-3-flash-preview,C001,none,2,0.3333333333333333,False,can_pass,cannot_pass,can_pass
baseline,gemini-3-flash-preview,C002,material_color,1,0.3333333333333333,False,cannot_pass,cannot_pass,uncertain
baseline,gemini-3-flash-preview,C002,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,uncertain
baseline,gemini-3-flash-preview,C002,none,0,0.3333333333333333,False,cannot_pass,cannot_pass,uncertain
baseline,gemini-3-flash-preview,C003,ambient_noise,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,ambient_noise,1,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,ambient_noise,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,emotional_pressure,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,emotional_pressure,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,emotional_pressure,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,lighting,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,lighting,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,lighting,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,material_color,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,material_color,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,material_color,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,none,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,none,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C003,none,2,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,ambient_noise,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,ambient_noise,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,ambient_noise,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,emotional_pressure,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,emotional_pressure,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,emotional_pressure,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,lighting,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,lighting,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,lighting,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,material_color,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,material_color,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,material_color,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,none,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,none,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C004,none,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,ambient_noise,0,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,ambient_noise,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,ambient_noise,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,emotional_pressure,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,emotional_pressure,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,emotional_pressure,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,lighting,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,lighting,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,lighting,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,material_color,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,material_color,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,material_color,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,none,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,none,1,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C005,none,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,ambient_noise,0,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,ambient_noise,1,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,ambient_noise,2,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,emotional_pressure,0,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,emotional_pressure,1,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,emotional_pressure,2,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,lighting,0,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,lighting,1,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,lighting,2,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,material_color,0,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,material_color,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,material_color,2,0.3333333333333333,False,can_pass,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,none,0,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,none,1,1.0,True,uncertain,uncertain,uncertain
baseline,gemini-3-flash-preview,C006,none,2,1.0,True,uncertain,uncertain,uncertain
baseline,gpt-4o,C001,ambient_noise,0,0.0,False,uncertain,cannot_pass,can_pass
baseline,gpt-4o,C001,ambient_noise,1,0.0,False,uncertain,cannot_pass,can_pass
baseline,gpt-4o,C001,ambient_noise,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C001,emotional_pressure,0,0.0,False,uncertain,cannot_pass,can_pass
baseline,gpt-4o,C001,emotional_pressure,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C001,emotional_pressure,2,0.0,False,uncertain,cannot_pass,can_pass
baseline,gpt-4o,C001,lighting,0,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,gpt-4o,C001,lighting,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C001,lighting,2,0.3333333333333333,False,can_pass,cannot_pass,cannot_pass
baseline,gpt-4o,C001,material_color,0,0.0,False,uncertain,cannot_pass,can_pass
baseline,gpt-4o,C001,material_color,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C001,material_color,2,0.3333333333333333,False,uncertain,uncertain,cannot_pass
baseline,gpt-4o,C001,none,0,0.0,False,uncertain,cannot_pass,can_pass
baseline,gpt-4o,C001,none,1,0.0,False,uncertain,cannot_pass,can_pass
baseline,gpt-4o,C001,none,2,0.0,False,uncertain,cannot_pass,can_pass
baseline,gpt-4o,C002,ambient_noise,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,ambient_noise,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,ambient_noise,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,emotional_pressure,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,emotional_pressure,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,emotional_pressure,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,lighting,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,lighting,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,lighting,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,material_color,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,material_color,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,none,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,none,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C002,none,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,ambient_noise,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,ambient_noise,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,ambient_noise,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,emotional_pressure,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,emotional_pressure,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,emotional_pressure,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,lighting,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,lighting,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,lighting,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,material_color,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,material_color,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,material_color,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,none,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,none,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C003,none,2,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C004,ambient_noise,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C004,emotional_pressure,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C004,lighting,0,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
baseline,gpt-4o,C004,lighting,1,0.3333333333333333,False,uncertain,cannot_pass,cannot_pass
