support,itemsets
0.2601794992914502,has_formula=1 & is_correct=1 & uses_coordinate=0
0.2601794992914502,error_category=none & has_formula=1 & is_uncertain=0 & uses_coordinate=0
0.25904581955597544,has_formula=1 & level=L1 & uses_coordinate=0
0.2572508266414738,has_formula=1 & is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=0
0.2572508266414738,has_formula=1 & is_uncertain=0 & noise_keyword_hit=none & uses_coordinate=0
0.25592820028341995,noise_keyword_present=1 & uses_coordinate=0
0.25441662730278697,error_category=none & has_formula=1 & noise_keyword_hit=none
0.25441662730278697,has_formula=1 & is_correct=1 & is_uncertain=0 & noise_keyword_hit=none
0.25441662730278697,has_formula=1 & is_correct=1 & noise_keyword_hit=none
0.25441662730278697,has_formula=1 & is_correct=1 & noise_keyword_present=0
0.25441662730278697,has_formula=1 & is_correct=1 & is_uncertain=0 & noise_keyword_present=0
0.25441662730278697,has_formula=1 & is_correct=1 & noise_keyword_hit=none & noise_keyword_present=0
0.25441662730278697,error_category=none & has_formula=1 & noise_keyword_hit=none & noise_keyword_present=0
0.25441662730278697,error_category=none & has_formula=1 & is_correct=1 & noise_keyword_hit=none
0.25441662730278697,error_category=none & has_formula=1 & is_uncertain=0 & noise_keyword_present=0
0.25441662730278697,error_category=none & has_formula=1 & noise_keyword_present=0
0.25441662730278697,error_category=none & has_formula=1 & is_correct=1 & noise_keyword_present=0
0.25441662730278697,error_category=none & has_formula=1 & is_uncertain=0 & noise_keyword_hit=none
0.2529995276334436,has_formula=1 & level=L2
0.252905054322154,is_uncertain=0 & level=L2
0.2519603212092584,ai_judgment=cannot_pass & is_uncertain=0 & noise_keyword_hit=none & uses_coordinate=0
0.2519603212092584,ai_judgment=cannot_pass & noise_keyword_hit=none & uses_coordinate=0
0.2519603212092584,ai_judgment=cannot_pass & is_uncertain=0 & noise_keyword_present=0 & uses_coordinate=0
0.2519603212092584,ai_judgment=cannot_pass & noise_keyword_present=0 & uses_coordinate=0
0.2519603212092584,ai_judgment=cannot_pass & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.25082664147378364,ai_judgment=cannot_pass & is_uncertain=0 & level=L2
0.25082664147378364,ai_judgment=cannot_pass & level=L2
0.249031648559282,has_formula=0
0.24818138875767595,criticality=borderline & is_correct=0 & noise_keyword_hit=none
0.24818138875767595,criticality=borderline & is_correct=0 & noise_keyword_present=0
0.24818138875767595,criticality=borderline & is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0
0.2480869154463864,has_formula=1 & is_uncertain=0 & level=L2
0.24600850259801607,ai_judgment=cannot_pass & has_formula=1 & level=L2
0.24600850259801607,ai_judgment=cannot_pass & has_formula=1 & is_uncertain=0 & level=L2
0.242796410014171,criticality=borderline & is_uncertain=0 & noise_keyword_hit=none
0.242796410014171,criticality=borderline & is_uncertain=0 & noise_keyword_hit=none & noise_keyword_present=0
0.242796410014171,criticality=borderline & is_uncertain=0 & noise_keyword_present=0
0.24232404345772318,has_formula=0 & uses_coordinate=0
0.24194615021256494,ai_judgment=cannot_pass & error_category=none & is_uncertain=0 & uses_coordinate=0
0.24194615021256494,ai_judgment=cannot_pass & error_category=none & is_correct=1 & uses_coordinate=0
0.24194615021256494,ai_judgment=cannot_pass & error_category=none & uses_coordinate=0
0.24194615021256494,ai_judgment=cannot_pass & is_correct=1 & is_uncertain=0 & uses_coordinate=0
0.24194615021256494,ai_judgment=cannot_pass & is_correct=1 & uses_coordinate=0
0.24175720358998584,error_category=under_specification & noise_keyword_hit=none
0.24175720358998584,error_category=under_specification & noise_keyword_present=0
0.24175720358998584,error_category=under_specification & is_correct=0 & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & error_category=under_specification & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & is_correct=0 & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & error_category=under_specification & is_correct=0 & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & noise_keyword_hit=none
0.24175720358998584,ai_judgment=uncertain & is_correct=0 & is_uncertain=1 & noise_keyword_hit=none
0.24175720358998584,ai_judgment=uncertain & error_category=under_specification & is_uncertain=1 & noise_keyword_hit=none
0.24175720358998584,error_category=under_specification & is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0
0.24175720358998584,error_category=under_specification & noise_keyword_hit=none & noise_keyword_present=0
0.24175720358998584,is_correct=0 & is_uncertain=1 & noise_keyword_hit=none
0.24175720358998584,error_category=under_specification & is_uncertain=1 & noise_keyword_hit=none
0.24175720358998584,ai_judgment=uncertain & is_uncertain=1 & noise_keyword_hit=none
0.24175720358998584,is_correct=0 & is_uncertain=1 & noise_keyword_hit=none & noise_keyword_present=0
0.24175720358998584,error_category=under_specification & is_uncertain=1 & noise_keyword_hit=none & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & is_uncertain=1 & noise_keyword_hit=none & noise_keyword_present=0
0.24175720358998584,error_category=under_specification & is_correct=0 & is_uncertain=1 & noise_keyword_hit=none
0.24175720358998584,error_category=under_specification & is_correct=0 & noise_keyword_hit=none
0.24175720358998584,ai_judgment=uncertain & is_correct=0 & is_uncertain=1 & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & error_category=under_specification & is_uncertain=1 & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & error_category=under_specification & noise_keyword_hit=none
0.24175720358998584,is_correct=0 & is_uncertain=1 & noise_keyword_present=0
0.24175720358998584,is_uncertain=1 & noise_keyword_hit=none & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & noise_keyword_hit=none & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & is_correct=0 & noise_keyword_hit=none
0.24175720358998584,ai_judgment=uncertain & error_category=under_specification & is_correct=0 & noise_keyword_hit=none
0.24175720358998584,ai_judgment=uncertain & error_category=under_specification & noise_keyword_hit=none & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & is_correct=0 & noise_keyword_hit=none & noise_keyword_present=0
0.24175720358998584,error_category=under_specification & is_correct=0 & is_uncertain=1 & noise_keyword_present=0
0.24175720358998584,ai_judgment=uncertain & is_uncertain=1 & noise_keyword_present=0
0.24175720358998584,error_category=under_specification & is_uncertain=1 & noise_keyword_present=0
0.24175720358998584,is_uncertain=1 & noise_keyword_hit=none
0.24175720358998584,is_uncertain=1 & noise_keyword_present=0
0.23882853094000944,is_uncertain=0 & level=L2 & uses_coordinate=0
0.23873405762871988,has_formula=1 & level=L2 & uses_coordinate=0
0.23675011809163912,ai_judgment=cannot_pass & is_uncertain=0 & level=L2 & uses_coordinate=0
0.23675011809163912,ai_judgment=cannot_pass & level=L2 & uses_coordinate=0
0.2343882853094001,ai_judgment=cannot_pass & error_category=none & noise_keyword_hit=none & noise_keyword_present=0
0.2343882853094001,ai_judgment=cannot_pass & error_category=none & is_uncertain=0 & noise_keyword_hit=none
0.2343882853094001,ai_judgment=cannot_pass & error_category=none & is_correct=1 & noise_keyword_hit=none
0.2343882853094001,ai_judgment=cannot_pass & error_category=none & noise_keyword_hit=none
0.2343882853094001,ai_judgment=cannot_pass & error_category=none & is_uncertain=0 & noise_keyword_present=0
0.2343882853094001,ai_judgment=cannot_pass & is_correct=1 & is_uncertain=0 & noise_keyword_present=0
0.2343882853094001,ai_judgment=cannot_pass & error_category=none & noise_keyword_present=0
0.2343882853094001,ai_judgment=cannot_pass & error_category=none & is_correct=1 & noise_keyword_present=0
0.2343882853094001,ai_judgment=cannot_pass & is_correct=1 & noise_keyword_hit=none & noise_keyword_present=0
0.2343882853094001,ai_judgment=cannot_pass & is_correct=1 & noise_keyword_present=0
0.2343882853094001,ai_judgment=cannot_pass & is_correct=1 & is_uncertain=0 & noise_keyword_hit=none
0.2343882853094001,ai_judgment=cannot_pass & is_correct=1 & noise_keyword_hit=none
0.23401039206424185,has_formula=1 & is_uncertain=0 & level=L2 & uses_coordinate=0
0.23193197921587153,ai_judgment=cannot_pass & has_formula=1 & level=L2 & uses_coordinate=0
0.2295701464336325,is_uncertain=1 & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,ai_judgment=uncertain & is_correct=0 & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,is_correct=0 & is_uncertain=1 & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,error_category=under_specification & is_uncertain=1 & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,ai_judgment=uncertain & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,error_category=under_specification & is_correct=0 & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,error_category=under_specification & is_correct=0 & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,error_category=under_specification & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,error_category=under_specification & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,ai_judgment=cannot_pass & has_formula=1 & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,is_uncertain=1 & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,error_category=under_specification & is_uncertain=1 & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,is_correct=0 & is_uncertain=1 & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,is_uncertain=1 & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,ai_judgment=cannot_pass & has_formula=1 & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,error_category=under_specification & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,ai_judgment=uncertain & error_category=under_specification & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,ai_judgment=uncertain & is_correct=0 & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,ai_judgment=uncertain & is_uncertain=1 & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,ai_judgment=uncertain & noise_keyword_hit=none & uses_coordinate=0
0.2295701464336325,ai_judgment=uncertain & noise_keyword_hit=none & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,ai_judgment=uncertain & is_uncertain=1 & noise_keyword_present=0 & uses_coordinate=0
0.2295701464336325,ai_judgment=uncertain & error_category=under_specification & noise_keyword_present=0 & uses_coordinate=0
0.22938119981105337,has_formula=1 & noise_keyword_present=1
0.22824752007557864,criticality=borderline & has_formula=1 & is_uncertain=0 & noise_keyword_present=0
0.22824752007557864,criticality=borderline & has_formula=1 & is_uncertain=0 & noise_keyword_hit=none
0.22701936702881437,level=L1 & noise_keyword_present=1
0.226452527161077,ai_judgment=cannot_pass & criticality=borderline & is_uncertain=0 & noise_keyword_present=0
0.226452527161077,ai_judgment=cannot_pass & criticality=borderline & noise_keyword_hit=none & noise_keyword_present=0
0.226452527161077,ai_judgment=cannot_pass & criticality=borderline & noise_keyword_hit=none
0.226452527161077,ai_judgment=cannot_pass & criticality=borderline & noise_keyword_present=0
0.226452527161077,ai_judgment=cannot_pass & criticality=borderline & is_uncertain=0 & noise_keyword_hit=none
0.22503542749173358,uses_coordinate=1
0.22305148795465282,has_formula=1 & level=L3
0.22201228153046765,criticality=borderline & is_uncertain=0 & uses_coordinate=0
0.21832782239017479,has_formula=1 & uses_coordinate=1
0.2170996693434105,level=L1 & noise_keyword_present=1 & uses_coordinate=0
0.2151157298063297,ai_judgment=cannot_pass & error_category=none & has_formula=1 & noise_keyword_hit=none
0.2151157298063297,ai_judgment=cannot_pass & error_category=none & has_formula=1 & noise_keyword_present=0
0.2151157298063297,ai_judgment=cannot_pass & has_formula=1 & is_correct=1 & noise_keyword_hit=none
0.2151157298063297,ai_judgment=cannot_pass & has_formula=1 & is_correct=1 & noise_keyword_present=0
0.21445441662730277,is_correct=0 & is_uncertain=0
0.21407652338214456,criticality=borderline & is_correct=1 & is_uncertain=0
0.21407652338214456,criticality=borderline & error_category=none & is_correct=1 & is_uncertain=0
0.21407652338214456,criticality=borderline & error_category=none
0.21407652338214456,criticality=borderline & error_category=none & is_correct=1
0.21407652338214456,criticality=borderline & error_category=none & is_uncertain=0
0.21407652338214456,criticality=borderline & is_correct=1
0.21256495040151158,ai_judgment=cannot_pass & criticality=borderline & has_formula=1 & noise_keyword_hit=none
0.21256495040151158,ai_judgment=cannot_pass & criticality=borderline & has_formula=1 & noise_keyword_present=0
0.2119981105337742,strategy=baseline
0.21124232404345772,criticality=borderline & has_formula=1 & is_correct=0
0.21095890410958903,is_uncertain=0 & level=L1
0.21086443079829947,is_uncertain=0 & level=L2 & noise_keyword_present=0
0.21086443079829947,has_formula=1 & level=L2 & noise_keyword_present=0
0.21086443079829947,has_formula=1 & level=L2 & noise_keyword_hit=none & noise_keyword_present=0
0.21086443079829947,is_uncertain=0 & level=L2 & noise_keyword_hit=none & noise_keyword_present=0
0.21086443079829947,has_formula=1 & level=L2 & noise_keyword_hit=none
0.21086443079829947,is_uncertain=0 & level=L2 & noise_keyword_hit=none
0.20973075106282474,is_uncertain=0 & uses_coordinate=1
0.2096362777515352,ai_judgment=cannot_pass & is_correct=0 & is_uncertain=0
0.2096362777515352,ai_judgment=cannot_pass & is_correct=0
0.20935285781766652,criticality=borderline & level=L1
0.20888049126121871,ai_judgment=cannot_pass & level=L2 & noise_keyword_present=0
0.20888049126121871,ai_judgment=cannot_pass & is_uncertain=0 & level=L2 & noise_keyword_hit=none
0.20888049126121871,ai_judgment=cannot_pass & is_uncertain=0 & level=L2 & noise_keyword_present=0
0.20888049126121871,ai_judgment=cannot_pass & level=L2 & noise_keyword_hit=none
0.20888049126121871,ai_judgment=cannot_pass & level=L2 & noise_keyword_hit=none & noise_keyword_present=0
0.20831365139348135,has_formula=1 & is_uncertain=0 & uses_coordinate=1
0.2074633915918753,noise_label=material_color
0.2067076051015588,criticality=borderline & is_uncertain=1
0.2067076051015588,criticality=borderline & error_category=under_specification & is_uncertain=1
0.2067076051015588,criticality=borderline & is_correct=0 & is_uncertain=1
0.2067076051015588,ai_judgment=uncertain & criticality=borderline & is_correct=0 & is_uncertain=1
0.2067076051015588,criticality=borderline & error_category=under_specification
0.2067076051015588,ai_judgment=uncertain & criticality=borderline & error_category=under_specification & is_correct=0
0.2067076051015588,ai_judgment=uncertain & criticality=borderline & is_correct=0
0.2067076051015588,ai_judgment=uncertain & criticality=borderline & error_category=under_specification
0.2067076051015588,ai_judgment=uncertain & criticality=borderline & error_category=under_specification & is_uncertain=1
0.2067076051015588,ai_judgment=uncertain & criticality=borderline
0.2067076051015588,criticality=borderline & error_category=under_specification & is_correct=0
0.2067076051015588,ai_judgment=uncertain & criticality=borderline & is_uncertain=1
0.2067076051015588,criticality=borderline & error_category=under_specification & is_correct=0 & is_uncertain=1
0.20661313179026924,ai_judgment=cannot_pass & criticality=borderline & is_uncertain=0 & uses_coordinate=0
0.20661313179026924,ai_judgment=cannot_pass & criticality=borderline & uses_coordinate=0
0.206235238545111,has_formula=1 & is_uncertain=0 & level=L2 & noise_keyword_hit=none
0.206235238545111,has_formula=1 & is_uncertain=0 & level=L2 & noise_keyword_present=0
0.20595181861124232,is_uncertain=0 & level=L3
0.20472366556447805,has_formula=1 & level=L3 & noise_keyword_hit=none & noise_keyword_present=0
0.20472366556447805,has_formula=1 & level=L3 & noise_keyword_hit=none
0.20472366556447805,has_formula=1 & level=L3 & noise_keyword_present=0
0.20453471894189892,has_formula=1 & is_correct=0 & is_uncertain=0
0.2043457723193198,criticality=narrow
0.20425129900803024,ai_judgment=cannot_pass & has_formula=1 & level=L2 & noise_keyword_hit=none
0.20425129900803024,ai_judgment=cannot_pass & has_formula=1 & level=L2 & noise_keyword_present=0
0.20396787907416156,has_formula=1 & is_uncertain=0 & level=L3
0.20283419933868682,criticality=borderline & level=L1 & uses_coordinate=0
0.20160604629192252,criticality=borderline & is_correct=0 & noise_keyword_hit=none & uses_coordinate=0
